match,opponent,repetition,round,jev_action,opponent_action,jev_points,opponent_points,jev_total,opponent_total,initial_move,jev_action_source,opponent_action_source
63,pavlov,8,19,D,C,5,0,59,9,free,model,scripted
63,pavlov,8,20,D,D,1,1,60,10,free,model,scripted
64,another_jev,8,1,D,D,1,1,1,1,free,model,model
64,another_jev,8,2,D,D,1,1,2,2,free,model,model
64,another_jev,8,3,D,D,1,1,3,3,free,model,model
64,another_jev,8,4,D,D,1,1,4,4,free,model,model
64,another_jev,8,5,D,D,1,1,5,5,free,model,model
64,another_jev,8,6,D,D,1,1,6,6,free,model,model
64,another_jev,8,7,D,D,1,1,7,7,free,model,model
64,another_jev,8,8,D,D,1,1,8,8,free,model,model
64,another_jev,8,9,D,D,1,1,9,9,free,model,model
64,another_jev,8,10,D,D,1,1,10,10,free,model,model
64,another_jev,8,11,D,D,1,1,11,11,free,model,model
64,another_jev,8,12,D,D,1,1,12,12,free,model,model
64,another_jev,8,13,D,D,1,1,13,13,free,model,model
64,another_jev,8,14,D,D,1,1,14,14,free,model,model
64,another_jev,8,15,D,D,1,1,15,15,free,model,model
64,another_jev,8,16,D,D,1,1,16,16,free,model,model
64,another_jev,8,17,D,D,1,1,17,17,free,model,model
64,another_jev,8,18,D,D,1,1,18,18,free,model,model
64,another_jev,8,19,D,D,1,1,19,19,free,model,model
64,another_jev,8,20,D,D,1,1,20,20,free,model,model
65,cooperator,9,1,D,C,5,0,5,0,free,model,scripted
65,cooperator,9,2,D,C,5,0,10,0,free,model,scripted
65,cooperator,9,3,D,C,5,0,15,0,free,model,scripted
65,cooperator,9,4,D,C,5,0,20,0,free,model,scripted
65,cooperator,9,5,D,C,5,0,25,0,free,model,scripted
65,cooperator,9,6,D,C,5,0,30,0,free,model,scripted
65,cooperator,9,7,D,C,5,0,35,0,free,model,scripted
65,cooperator,9,8,D,C,5,0,40,0,free,model,scripted
65,cooperator,9,9,D,C,5,0,45,0,free,model,scripted
65,cooperator,9,10,D,C,5,0,50,0,free,model,scripted
65,cooperator,9,11,D,C,5,0,55,0,free,model,scripted
65,cooperator,9,12,D,C,5,0,60,0,free,model,scripted
65,cooperator,9,13,D,C,5,0,65,0,free,model,scripted
65,cooperator,9,14,D,C,5,0,70,0,free,model,scripted
65,cooperator,9,15,D,C,5,0,75,0,free,model,scripted
65,cooperator,9,16,D,C,5,0,80,0,free,model,scripted
65,cooperator,9,17,D,C,5,0,85,0,free,model,scripted
65,cooperator,9,18,D,C,5,0,90,0,free,model,scripted
65,cooperator,9,19,D,C,5,0,95,0,free,model,scripted
65,cooperator,9,20,D,C,5,0,100,0,free,model,scripted
66,defector,9,1,D,D,1,1,1,1,free,model,scripted
66,defector,9,2,D,D,1,1,2,2,free,model,scripted
66,defector,9,3,D,D,1,1,3,3,free,model,scripted
66,defector,9,4,D,D,1,1,4,4,free,model,scripted
66,defector,9,5,D,D,1,1,5,5,free,model,scripted
66,defector,9,6,D,D,1,1,6,6,free,model,scripted
66,defector,9,7,D,D,1,1,7,7,free,model,scripted
66,defector,9,8,D,D,1,1,8,8,free,model,scripted
66,defector,9,9,D,D,1,1,9,9,free,model,scripted
66,defector,9,10,D,D,1,1,10,10,free,model,scripted
66,defector,9,11,D,D,1,1,11,11,free,model,scripted
66,defector,9,12,D,D,1,1,12,12,free,model,scripted
66,defector,9,13,D,D,1,1,13,13,free,model,scripted
66,defector,9,14,D,D,1,1,14,14,free,model,scripted
66,defector,9,15,D,D,1,1,15,15,free,model,scripted
66,defector,9,16,D,D,1,1,16,16,free,model,scripted
66,defector,9,17,D,D,1,1,17,17,free,model,scripted
66,defector,9,18,D,D,1,1,18,18,free,model,scripted
66,defector,9,19,D,D,1,1,19,19,free,model,scripted
66,defector,9,20,D,D,1,1,20,20,free,model,scripted
67,random,9,1,D,C,5,0,5,0,free,model,scripted
67,random,9,2,D,D,1,1,6,1,free,model,scripted
67,random,9,3,D,C,5,0,11,1,free,model,scripted
67,random,9,4,D,D,1,1,12,2,free,model,scripted
67,random,9,5,D,D,1,1,13,3,free,model,scripted
67,random,9,6,D,C,5,0,18,3,free,model,scripted
67,random,9,7,D,D,1,1,19,4,free,model,scripted
67,random,9,8,D,D,1,1,20,5,free,model,scripted
67,random,9,9,D,C,5,0,25,5,free,model,scripted
67,random,9,10,D,D,1,1,26,6,free,model,scripted
67,random,9,11,D,D,1,1,27,7,free,model,scripted
67,random,9,12,D,D,1,1,28,8,free,model,scripted
67,random,9,13,D,D,1,1,29,9,free,model,scripted
67,random,9,14,D,D,1,1,30,10,free,model,scripted
67,random,9,15,D,C,5,0,35,10,free,model,scripted
67,random,9,16,D,D,1,1,36,11,free,model,scripted
67,random,9,17,D,D,1,1,37,12,free,model,scripted
67,random,9,18,D,C,5,0,42,12,free,model,scripted
67,random,9,19,D,C,5,0,47,12,free,model,scripted
67,random,9,20,D,C,5,0,52,12,free,model,scripted
68,tit_for_tat,9,1,D,C,5,0,5,0,free,model,scripted
68,tit_for_tat,9,2,D,D,1,1,6,1,free,model,scripted
68,tit_for_tat,9,3,D,D,1,1,7,2,free,model,scripted
68,tit_for_tat,9,4,D,D,1,1,8,3,free,model,scripted
68,tit_for_tat,9,5,D,D,1,1,9,4,free,model,scripted
68,tit_for_tat,9,6,D,D,1,1,10,5,free,model,scripted
68,tit_for_tat,9,7,D,D,1,1,11,6,free,model,scripted
68,tit_for_tat,9,8,D,D,1,1,12,7,free,model,scripted
68,tit_for_tat,9,9,D,D,1,1,13,8,free,model,scripted
68,tit_for_tat,9,10,D,D,1,1,14,9,free,model,scripted
68,tit_for_tat,9,11,D,D,1,1,15,10,free,model,scripted
68,tit_for_tat,9,12,D,D,1,1,16,11,free,model,scripted
68,tit_for_tat,9,13,D,D,1,1,17,12,free,model,scripted
68,tit_for_tat,9,14,D,D,1,1,18,13,free,model,scripted
68,tit_for_tat,9,15,D,D,1,1,19,14,free,model,scripted
68,tit_for_tat,9,16,D,D,1,1,20,15,free,model,scripted
68,tit_for_tat,9,17,D,D,1,1,21,16,free,model,scripted
68,tit_for_tat,9,18,D,D,1,1,22,17,free,model,scripted
68,tit_for_tat,9,19,D,D,1,1,23,18,free,model,scripted
68,tit_for_tat,9,20,D,D,1,1,24,19,free,model,scripted
69,tit_for_two_tats,9,1,D,C,5,0,5,0,free,model,scripted
69,tit_for_two_tats,9,2,D,C,5,0,10,0,free,model,scripted
69,tit_for_two_tats,9,3,D,D,1,1,11,1,free,model,scripted
69,tit_for_two_tats,9,4,D,D,1,1,12,2,free,model,scripted
69,tit_for_two_tats,9,5,D,D,1,1,13,3,free,model,scripted
69,tit_for_two_tats,9,6,D,D,1,1,14,4,free,model,scripted
69,tit_for_two_tats,9,7,D,D,1,1,15,5,free,model,scripted
69,tit_for_two_tats,9,8,D,D,1,1,16,6,free,model,scripted
69,tit_for_two_tats,9,9,D,D,1,1,17,7,free,model,scripted
69,tit_for_two_tats,9,10,D,D,1,1,18,8,free,model,scripted
69,tit_for_two_tats,9,11,D,D,1,1,19,9,free,model,scripted
69,tit_for_two_tats,9,12,D,D,1,1,20,10,free,model,scripted
69,tit_for_two_tats,9,13,D,D,1,1,21,11,free,model,scripted
69,tit_for_two_tats,9,14,D,D,1,1,22,12,free,model,scripted
69,tit_for_two_tats,9,15,D,D,1,1,23,13,free,model,scripted
69,tit_for_two_tats,9,16,D,D,1,1,24,14,free,model,scripted
69,tit_for_two_tats,9,17,D,D,1,1,25,15,free,model,scripted
69,tit_for_two_tats,9,18,D,D,1,1,26,16,free,model,scripted
69,tit_for_two_tats,9,19,D,D,1,1,27,17,free,model,scripted
69,tit_for_two_tats,9,20,D,D,1,1,28,18,free,model,scripted
70,grim,9,1,D,C,5,0,5,0,free,model,scripted
70,grim,9,2,D,D,1,1,6,1,free,model,scripted
70,grim,9,3,D,D,1,1,7,2,free,model,scripted
70,grim,9,4,D,D,1,1,8,3,free,model,scripted
70,grim,9,5,D,D,1,1,9,4,free,model,scripted
70,grim,9,6,D,D,1,1,10,5,free,model,scripted
70,grim,9,7,D,D,1,1,11,6,free,model,scripted
70,grim,9,8,D,D,1,1,12,7,free,model,scripted
70,grim,9,9,D,D,1,1,13,8,free,model,scripted
70,grim,9,10,D,D,1,1,14,9,free,model,scripted
70,grim,9,11,D,D,1,1,15,10,free,model,scripted
70,grim,9,12,D,D,1,1,16,11,free,model,scripted
70,grim,9,13,D,D,1,1,17,12,free,model,scripted
70,grim,9,14,D,D,1,1,18,13,free,model,scripted
70,grim,9,15,D,D,1,1,19,14,free,model,scripted
70,grim,9,16,D,D,1,1,20,15,free,model,scripted
70,grim,9,17,D,D,1,1,21,16,free,model,scripted
70,grim,9,18,D,D,1,1,22,17,free,model,scripted
70,grim,9,19,D,D,1,1,23,18,free,model,scripted
70,grim,9,20,D,D,1,1,24,19,free,model,scripted
71,pavlov,9,1,D,C,5,0,5,0,free,model,scripted
71,pavlov,9,2,D,D,1,1,6,1,free,model,scripted
71,pavlov,9,3,D,C,5,0,11,1,free,model,scripted
71,pavlov,9,4,D,D,1,1,12,2,free,model,scripted
71,pavlov,9,5,D,C,5,0,17,2,free,model,scripted
71,pavlov,9,6,D,D,1,1,18,3,free,model,scripted
71,pavlov,9,7,D,C,5,0,23,3,free,model,scripted
71,pavlov,9,8,D,D,1,1,24,4,free,model,scripted
71,pavlov,9,9,D,C,5,0,29,4,free,model,scripted
71,pavlov,9,10,D,D,1,1,30,5,free,model,scripted
71,pavlov,9,11,D,C,5,0,35,5,free,model,scripted
71,pavlov,9,12,D,D,1,1,36,6,free,model,scripted
71,pavlov,9,13,D,C,5,0,41,6,free,model,scripted
71,pavlov,9,14,D,D,1,1,42,7,free,model,scripted
71,pavlov,9,15,D,C,5,0,47,7,free,model,scripted
71,pavlov,9,16,D,D,1,1,48,8,free,model,scripted
71,pavlov,9,17,D,C,5,0,53,8,free,model,scripted
71,pavlov,9,18,D,D,1,1,54,9,free,model,scripted
71,pavlov,9,19,D,C,5,0,59,9,free,model,scripted
71,pavlov,9,20,D,D,1,1,60,10,free,model,scripted
72,another_jev,9,1,D,D,1,1,1,1,free,model,model
72,another_jev,9,2,D,D,1,1,2,2,free,model,model
72,another_jev,9,3,D,D,1,1,3,3,free,model,model
72,another_jev,9,4,D,D,1,1,4,4,free,model,model
72,another_jev,9,5,D,D,1,1,5,5,free,model,model
72,another_jev,9,6,D,D,1,1,6,6,free,model,model
72,another_jev,9,7,D,D,1,1,7,7,free,model,model
72,another_jev,9,8,D,D,1,1,8,8,free,model,model
72,another_jev,9,9,D,D,1,1,9,9,free,model,model
72,another_jev,9,10,D,D,1,1,10,10,free,model,model
72,another_jev,9,11,D,D,1,1,11,11,free,model,model
72,another_jev,9,12,D,D,1,1,12,12,free,model,model
72,another_jev,9,13,D,D,1,1,13,13,free,model,model
72,another_jev,9,14,D,D,1,1,14,14,free,model,model
72,another_jev,9,15,D,D,1,1,15,15,free,model,model
72,another_jev,9,16,D,D,1,1,16,16,free,model,model
72,another_jev,9,17,D,D,1,1,17,17,free,model,model
72,another_jev,9,18,D,D,1,1,18,18,free,model,model
72,another_jev,9,19,D,D,1,1,19,19,free,model,model
72,another_jev,9,20,D,D,1,1,20,20,free,model,model
73,cooperator,10,1,D,C,5,0,5,0,free,model,scripted
73,cooperator,10,2,D,C,5,0,10,0,free,model,scripted
73,cooperator,10,3,D,C,5,0,15,0,free,model,scripted
73,cooperator,10,4,D,C,5,0,20,0,free,model,scripted
73,cooperator,10,5,D,C,5,0,25,0,free,model,scripted
73,cooperator,10,6,D,C,5,0,30,0,free,model,scripted
73,cooperator,10,7,D,C,5,0,35,0,free,model,scripted
73,cooperator,10,8,D,C,5,0,40,0,free,model,scripted
73,cooperator,10,9,D,C,5,0,45,0,free,model,scripted
73,cooperator,10,10,D,C,5,0,50,0,free,model,scripted
73,cooperator,10,11,D,C,5,0,55,0,free,model,scripted
73,cooperator,10,12,D,C,5,0,60,0,free,model,scripted
73,cooperator,10,13,D,C,5,0,65,0,free,model,scripted
73,cooperator,10,14,D,C,5,0,70,0,free,model,scripted
73,cooperator,10,15,D,C,5,0,75,0,free,model,scripted
73,cooperator,10,16,D,C,5,0,80,0,free,model,scripted
73,cooperator,10,17,D,C,5,0,85,0,free,model,scripted
73,cooperator,10,18,D,C,5,0,90,0,free,model,scripted
73,cooperator,10,19,D,C,5,0,95,0,free,model,scripted
73,cooperator,10,20,D,C,5,0,100,0,free,model,scripted
74,defector,10,1,D,D,1,1,1,1,free,model,scripted
74,defector,10,2,D,D,1,1,2,2,free,model,scripted
74,defector,10,3,D,D,1,1,3,3,free,model,scripted
74,defector,10,4,D,D,1,1,4,4,free,model,scripted
74,defector,10,5,D,D,1,1,5,5,free,model,scripted
74,defector,10,6,D,D,1,1,6,6,free,model,scripted
74,defector,10,7,D,D,1,1,7,7,free,model,scripted
74,defector,10,8,D,D,1,1,8,8,free,model,scripted
74,defector,10,9,D,D,1,1,9,9,free,model,scripted
74,defector,10,10,D,D,1,1,10,10,free,model,scripted
74,defector,10,11,D,D,1,1,11,11,free,model,scripted
74,defector,10,12,D,D,1,1,12,12,free,model,scripted
74,defector,10,13,D,D,1,1,13,13,free,model,scripted
74,defector,10,14,D,D,1,1,14,14,free,model,scripted
74,defector,10,15,D,D,1,1,15,15,free,model,scripted
74,defector,10,16,D,D,1,1,16,16,free,model,scripted
74,defector,10,17,D,D,1,1,17,17,free,model,scripted
74,defector,10,18,D,D,1,1,18,18,free,model,scripted
74,defector,10,19,D,D,1,1,19,19,free,model,scripted
74,defector,10,20,D,D,1,1,20,20,free,model,scripted
75,random,10,1,D,C,5,0,5,0,free,model,scripted
75,random,10,2,D,D,1,1,6,1,free,model,scripted
75,random,10,3,D,D,1,1,7,2,free,model,scripted
75,random,10,4,D,D,1,1,8,3,free,model,scripted
75,random,10,5,D,C,5,0,13,3,free,model,scripted
75,random,10,6,D,C,5,0,18,3,free,model,scripted
75,random,10,7,D,D,1,1,19,4,free,model,scripted
75,random,10,8,D,C,5,0,24,4,free,model,scripted
75,random,10,9,D,C,5,0,29,4,free,model,scripted
75,random,10,10,D,C,5,0,34,4,free,model,scripted
75,random,10,11,D,C,5,0,39,4,free,model,scripted
75,random,10,12,D,D,1,1,40,5,free,model,scripted
75,random,10,13,D,D,1,1,41,6,free,model,scripted
75,random,10,14,D,C,5,0,46,6,free,model,scripted
75,random,10,15,D,C,5,0,51,6,free,model,scripted
75,random,10,16,D,C,5,0,56,6,free,model,scripted
75,random,10,17,D,D,1,1,57,7,free,model,scripted
75,random,10,18,D,D,1,1,58,8,free,model,scripted
75,random,10,19,D,D,1,1,59,9,free,model,scripted
75,random,10,20,D,D,1,1,60,10,free,model,scripted
76,tit_for_tat,10,1,D,C,5,0,5,0,free,model,scripted
76,tit_for_tat,10,2,D,D,1,1,6,1,free,model,scripted
76,tit_for_tat,10,3,D,D,1,1,7,2,free,model,scripted
76,tit_for_tat,10,4,D,D,1,1,8,3,free,model,scripted
76,tit_for_tat,10,5,D,D,1,1,9,4,free,model,scripted
76,tit_for_tat,10,6,D,D,1,1,10,5,free,model,scripted
76,tit_for_tat,10,7,D,D,1,1,11,6,free,model,scripted
76,tit_for_tat,10,8,D,D,1,1,12,7,free,model,scripted
76,tit_for_tat,10,9,D,D,1,1,13,8,free,model,scripted
76,tit_for_tat,10,10,D,D,1,1,14,9,free,model,scripted
76,tit_for_tat,10,11,D,D,1,1,15,10,free,model,scripted
76,tit_for_tat,10,12,D,D,1,1,16,11,free,model,scripted
76,tit_for_tat,10,13,D,D,1,1,17,12,free,model,scripted
76,tit_for_tat,10,14,D,D,1,1,18,13,free,model,scripted
76,tit_for_tat,10,15,D,D,1,1,19,14,free,model,scripted
76,tit_for_tat,10,16,D,D,1,1,20,15,free,model,scripted
76,tit_for_tat,10,17,D,D,1,1,21,16,free,model,scripted
76,tit_for_tat,10,18,D,D,1,1,22,17,free,model,scripted
76,tit_for_tat,10,19,D,D,1,1,23,18,free,model,scripted
76,tit_for_tat,10,20,D,D,1,1,24,19,free,model,scripted
77,tit_for_two_tats,10,1,D,C,5,0,5,0,free,model,scripted
77,tit_for_two_tats,10,2,D,C,5,0,10,0,free,model,scripted
77,tit_for_two_tats,10,3,D,D,1,1,11,1,free,model,scripted
77,tit_for_two_tats,10,4,D,D,1,1,12,2,free,model,scripted
77,tit_for_two_tats,10,5,D,D,1,1,13,3,free,model,scripted
77,tit_for_two_tats,10,6,D,D,1,1,14,4,free,model,scripted
77,tit_for_two_tats,10,7,D,D,1,1,15,5,free,model,scripted
77,tit_for_two_tats,10,8,D,D,1,1,16,6,free,model,scripted
77,tit_for_two_tats,10,9,D,D,1,1,17,7,free,model,scripted
77,tit_for_two_tats,10,10,D,D,1,1,18,8,free,model,scripted
77,tit_for_two_tats,10,11,D,D,1,1,19,9,free,model,scripted
77,tit_for_two_tats,10,12,D,D,1,1,20,10,free,model,scripted
77,tit_for_two_tats,10,13,D,D,1,1,21,11,free,model,scripted
77,tit_for_two_tats,10,14,D,D,1,1,22,12,free,model,scripted
77,tit_for_two_tats,10,15,D,D,1,1,23,13,free,model,scripted
77,tit_for_two_tats,10,16,D,D,1,1,24,14,free,model,scripted
77,tit_for_two_tats,10,17,D,D,1,1,25,15,free,model,scripted
77,tit_for_two_tats,10,18,D,D,1,1,26,16,free,model,scripted
77,tit_for_two_tats,10,19,D,D,1,1,27,17,free,model,scripted
77,tit_for_two_tats,10,20,D,D,1,1,28,18,free,model,scripted
78,grim,10,1,D,C,5,0,5,0,free,model,scripted
78,grim,10,2,D,D,1,1,6,1,free,model,scripted
78,grim,10,3,D,D,1,1,7,2,free,model,scripted
78,grim,10,4,D,D,1,1,8,3,free,model,scripted
78,grim,10,5,D,D,1,1,9,4,free,model,scripted
78,grim,10,6,D,D,1,1,10,5,free,model,scripted
78,grim,10,7,D,D,1,1,11,6,free,model,scripted
78,grim,10,8,D,D,1,1,12,7,free,model,scripted
78,grim,10,9,D,D,1,1,13,8,free,model,scripted
78,grim,10,10,D,D,1,1,14,9,free,model,scripted
78,grim,10,11,D,D,1,1,15,10,free,model,scripted
78,grim,10,12,D,D,1,1,16,11,free,model,scripted
78,grim,10,13,D,D,1,1,17,12,free,model,scripted
78,grim,10,14,D,D,1,1,18,13,free,model,scripted
78,grim,10,15,D,D,1,1,19,14,free,model,scripted
78,grim,10,16,D,D,1,1,20,15,free,model,scripted
78,grim,10,17,D,D,1,1,21,16,free,model,scripted
78,grim,10,18,D,D,1,1,22,17,free,model,scripted
78,grim,10,19,D,D,1,1,23,18,free,model,scripted
78,grim,10,20,D,D,1,1,24,19,free,model,scripted
79,pavlov,10,1,D,C,5,0,5,0,free,model,scripted
79,pavlov,10,2,D,D,1,1,6,1,free,model,scripted
79,pavlov,10,3,D,C,5,0,11,1,free,model,scripted
79,pavlov,10,4,D,D,1,1,12,2,free,model,scripted
79,pavlov,10,5,D,C,5,0,17,2,free,model,scripted
79,pavlov,10,6,D,D,1,1,18,3,free,model,scripted
79,pavlov,10,7,D,C,5,0,23,3,free,model,scripted
79,pavlov,10,8,D,D,1,1,24,4,free,model,scripted
79,pavlov,10,9,D,C,5,0,29,4,free,model,scripted
79,pavlov,10,10,D,D,1,1,30,5,free,model,scripted
79,pavlov,10,11,D,C,5,0,35,5,free,model,scripted
79,pavlov,10,12,D,D,1,1,36,6,free,model,scripted
79,pavlov,10,13,D,C,5,0,41,6,free,model,scripted
79,pavlov,10,14,D,D,1,1,42,7,free,model,scripted
79,pavlov,10,15,D,C,5,0,47,7,free,model,scripted
79,pavlov,10,16,D,D,1,1,48,8,free,model,scripted
79,pavlov,10,17,D,C,5,0,53,8,free,model,scripted
79,pavlov,10,18,D,D,1,1,54,9,free,model,scripted
79,pavlov,10,19,D,C,5,0,59,9,free,model,scripted
79,pavlov,10,20,D,D,1,1,60,10,free,model,scripted
80,another_jev,10,1,D,D,1,1,1,1,free,model,model
80,another_jev,10,2,D,D,1,1,2,2,free,model,model
80,another_jev,10,3,D,D,1,1,3,3,free,model,model
80,another_jev,10,4,D,D,1,1,4,4,free,model,model
80,another_jev,10,5,D,D,1,1,5,5,free,model,model
80,another_jev,10,6,D,D,1,1,6,6,free,model,model
80,another_jev,10,7,D,D,1,1,7,7,free,model,model
80,another_jev,10,8,D,D,1,1,8,8,free,model,model
80,another_jev,10,9,D,D,1,1,9,9,free,model,model
80,another_jev,10,10,D,D,1,1,10,10,free,model,model
80,another_jev,10,11,D,D,1,1,11,11,free,model,model
80,another_jev,10,12,D,D,1,1,12,12,free,model,model
80,another_jev,10,13,D,D,1,1,13,13,free,model,model
80,another_jev,10,14,D,D,1,1,14,14,free,model,model
80,another_jev,10,15,D,D,1,1,15,15,free,model,model
80,another_jev,10,16,D,D,1,1,16,16,free,model,model
80,another_jev,10,17,D,D,1,1,17,17,free,model,model
80,another_jev,10,18,D,D,1,1,18,18,free,model,model
80,another_jev,10,19,D,D,1,1,19,19,free,model,model
80,another_jev,10,20,D,D,1,1,20,20,free,model,model
81,cooperator,11,1,C,C,3,3,3,3,free,model,scripted
81,cooperator,11,2,C,C,3,3,6,6,free,model,scripted
81,cooperator,11,3,C,C,3,3,9,9,free,model,scripted
81,cooperator,11,4,C,C,3,3,12,12,free,model,scripted
81,cooperator,11,5,C,C,3,3,15,15,free,model,scripted
81,cooperator,11,6,C,C,3,3,18,18,free,model,scripted
81,cooperator,11,7,C,C,3,3,21,21,free,model,scripted
81,cooperator,11,8,C,C,3,3,24,24,free,model,scripted
81,cooperator,11,9,C,C,3,3,27,27,free,model,scripted
81,cooperator,11,10,C,C,3,3,30,30,free,model,scripted
81,cooperator,11,11,C,C,3,3,33,33,free,model,scripted
81,cooperator,11,12,C,C,3,3,36,36,free,model,scripted
81,cooperator,11,13,C,C,3,3,39,39,free,model,scripted
81,cooperator,11,14,C,C,3,3,42,42,free,model,scripted
81,cooperator,11,15,C,C,3,3,45,45,free,model,scripted
81,cooperator,11,16,C,C,3,3,48,48,free,model,scripted
81,cooperator,11,17,C,C,3,3,51,51,free,model,scripted
81,cooperator,11,18,C,C,3,3,54,54,free,model,scripted
81,cooperator,11,19,C,C,3,3,57,57,free,model,scripted
81,cooperator,11,20,C,C,3,3,60,60,free,model,scripted
82,defector,11,1,C,D,0,5,0,5,free,model,scripted
82,defector,11,2,D,D,1,1,1,6,free,model,scripted
82,defector,11,3,D,D,1,1,2,7,free,model,scripted
82,defector,11,4,D,D,1,1,3,8,free,model,scripted
82,defector,11,5,D,D,1,1,4,9,free,model,scripted
82,defector,11,6,D,D,1,1,5,10,free,model,scripted
82,defector,11,7,D,D,1,1,6,11,free,model,scripted
82,defector,11,8,D,D,1,1,7,12,free,model,scripted
82,defector,11,9,D,D,1,1,8,13,free,model,scripted
82,defector,11,10,D,D,1,1,9,14,free,model,scripted
82,defector,11,11,D,D,1,1,10,15,free,model,scripted
82,defector,11,12,D,D,1,1,11,16,free,model,scripted
82,defector,11,13,D,D,1,1,12,17,free,model,scripted
82,defector,11,14,D,D,1,1,13,18,free,model,scripted
82,defector,11,15,D,D,1,1,14,19,free,model,scripted
82,defector,11,16,D,D,1,1,15,20,free,model,scripted
82,defector,11,17,D,D,1,1,16,21,free,model,scripted
82,defector,11,18,D,D,1,1,17,22,free,model,scripted
82,defector,11,19,D,D,1,1,18,23,free,model,scripted
82,defector,11,20,D,D,1,1,19,24,free,model,scripted
83,random,11,1,C,C,3,3,3,3,free,model,scripted
83,random,11,2,C,D,0,5,3,8,free,model,scripted
83,random,11,3,D,C,5,0,8,8,free,model,scripted
83,random,11,4,D,D,1,1,9,9,free,model,scripted
83,random,11,5,D,D,1,1,10,10,free,model,scripted
83,random,11,6,D,D,1,1,11,11,free,model,scripted
83,random,11,7,D,C,5,0,16,11,free,model,scripted
83,random,11,8,D,D,1,1,17,12,free,model,scripted
83,random,11,9,D,C,5,0,22,12,free,model,scripted
83,random,11,10,D,D,1,1,23,13,free,model,scripted
83,random,11,11,D,D,1,1,24,14,free,model,scripted
83,random,11,12,D,D,1,1,25,15,free,model,scripted
83,random,11,13,D,D,1,1,26,16,free,model,scripted
83,random,11,14,D,D,1,1,27,17,free,model,scripted
83,random,11,15,D,D,1,1,28,18,free,model,scripted
83,random,11,16,D,C,5,0,33,18,free,model,scripted
83,random,11,17,D,D,1,1,34,19,free,model,scripted
83,random,11,18,D,D,1,1,35,20,free,model,scripted
83,random,11,19,D,C,5,0,40,20,free,model,scripted
83,random,11,20,D,D,1,1,41,21,free,model,scripted
84,tit_for_tat,11,1,D,C,5,0,5,0,free,model,scripted
84,tit_for_tat,11,2,D,D,1,1,6,1,free,model,scripted
84,tit_for_tat,11,3,D,D,1,1,7,2,free,model,scripted
84,tit_for_tat,11,4,D,D,1,1,8,3,free,model,scripted
84,tit_for_tat,11,5,D,D,1,1,9,4,free,model,scripted
84,tit_for_tat,11,6,D,D,1,1,10,5,free,model,scripted
84,tit_for_tat,11,7,D,D,1,1,11,6,free,model,scripted
84,tit_for_tat,11,8,D,D,1,1,12,7,free,model,scripted
84,tit_for_tat,11,9,D,D,1,1,13,8,free,model,scripted
84,tit_for_tat,11,10,D,D,1,1,14,9,free,model,scripted
84,tit_for_tat,11,11,D,D,1,1,15,10,free,model,scripted
84,tit_for_tat,11,12,D,D,1,1,16,11,free,model,scripted
84,tit_for_tat,11,13,D,D,1,1,17,12,free,model,scripted
84,tit_for_tat,11,14,D,D,1,1,18,13,free,model,scripted
84,tit_for_tat,11,15,D,D,1,1,19,14,free,model,scripted
84,tit_for_tat,11,16,D,D,1,1,20,15,free,model,scripted
84,tit_for_tat,11,17,D,D,1,1,21,16,free,model,scripted
84,tit_for_tat,11,18,D,D,1,1,22,17,free,model,scripted
84,tit_for_tat,11,19,D,D,1,1,23,18,free,model,scripted
84,tit_for_tat,11,20,D,D,1,1,24,19,free,model,scripted
85,tit_for_two_tats,11,1,C,C,3,3,3,3,free,model,scripted
85,tit_for_two_tats,11,2,C,C,3,3,6,6,free,model,scripted
85,tit_for_two_tats,11,3,C,C,3,3,9,9,free,model,scripted
85,tit_for_two_tats,11,4,C,C,3,3,12,12,free,model,scripted
85,tit_for_two_tats,11,5,C,C,3,3,15,15,free,model,scripted
85,tit_for_two_tats,11,6,C,C,3,3,18,18,free,model,scripted
85,tit_for_two_tats,11,7,C,C,3,3,21,21,free,model,scripted
85,tit_for_two_tats,11,8,C,C,3,3,24,24,free,model,scripted
85,tit_for_two_tats,11,9,C,C,3,3,27,27,free,model,scripted
85,tit_for_two_tats,11,10,C,C,3,3,30,30,free,model,scripted
85,tit_for_two_tats,11,11,C,C,3,3,33,33,free,model,scripted
85,tit_for_two_tats,11,12,C,C,3,3,36,36,free,model,scripted
85,tit_for_two_tats,11,13,C,C,3,3,39,39,free,model,scripted
85,tit_for_two_tats,11,14,C,C,3,3,42,42,free,model,scripted
85,tit_for_two_tats,11,15,C,C,3,3,45,45,free,model,scripted
85,tit_for_two_tats,11,16,C,C,3,3,48,48,free,model,scripted
85,tit_for_two_tats,11,17,C,C,3,3,51,51,free,model,scripted
85,tit_for_two_tats,11,18,C,C,3,3,54,54,free,model,scripted
85,tit_for_two_tats,11,19,C,C,3,3,57,57,free,model,scripted
85,tit_for_two_tats,11,20,C,C,3,3,60,60,free,model,scripted
86,grim,11,1,D,C,5,0,5,0,free,model,scripted
86,grim,11,2,D,D,1,1,6,1,free,model,scripted
86,grim,11,3,D,D,1,1,7,2,free,model,scripted
86,grim,11,4,D,D,1,1,8,3,free,model,scripted
86,grim,11,5,D,D,1,1,9,4,free,model,scripted
86,grim,11,6,D,D,1,1,10,5,free,model,scripted
86,grim,11,7,D,D,1,1,11,6,free,model,scripted
86,grim,11,8,D,D,1,1,12,7,free,model,scripted
